Gene	Length	SRR1554534	SRR1554535	SRR1554536	SRR1554537	SRR1554538	SRR1554539	SRR1554541	SRR1554544	SRR1554546	SRR1554549	SRR1554551	SRR1554553	SRR1554554	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
TTTY10	1628	7	5	0	0	0	0	9	0	7	7	14	3	0	12	6	0	9	0
TTTY11	829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY12	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY13	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY14	515	17	24	0	0	0	0	70	0	29	58	43	6	0	34	25	0	62	0
TTTY15	5242	179	358	1	0	1	1	3106	0	495	809	541	151	0	409	360	0	2720	0
TTTY16	192	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TTTY17A	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY18	221	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TTTY19	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1B	1880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2	3266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY20	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY22	427	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
TTTY23	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4	4038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY5	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7	2734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7B	2420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9B	3274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	4811	7365	9676	8802	3339	3421	4345	1471	12509	11739	14882	10540	953	9428	11643	8362	7978	3701	3896
TTYH2	4173	2064	4308	619	1307	2399	1755	450	1334	1814	2640	1504	110	1255	13728	1876	1274	1225	1234
TTYH3	5078	6396	4949	1511	21037	24202	4930	17806	9145	9155	12923	9528	1540	9022	4967	11361	24238	20758	20030
TUB	6717	2992	3523	1035	8273	8498	4724	13365	4593	4541	6881	4778	1155	11118	3935	6369	5984	9906	6397
TUBA1A	2476	9847	19949	2966	201092	282017	14871	336206	34093	35970	71486	34995	13607	44318	49101	12891	139711	240635	109683
TUBA1B	3326	26268	37468	4902	31682	37476	32046	33101	30918	21952	46037	26843	7203	33217	44062	40506	29214	24734	19766
TUBA1C	1794	114	98	74	1067	1980	69	1502	149	180	217	161	31	478	415	81	1367	1874	1052
TUBA3C	1551	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0
TUBA3D	1632	22	34	3	109	237	33	143	24	23	55	31	7	74	21	65	100	72	105
TUBA3E	1540	5	0	0	16	10	0	14	2	3	3	0	1	2	2	9	8	29	12
TUBA3FP	1960	24	24	12	145	194	27	174	62	49	92	69	12	142	42	46	299	168	228
TUBA4A	1992	7392	8212	431	48	82	7155	130	2533	1264	4545	2055	518	2779	8163	11175	32	101	34
TUBA4B	1678	3	4	1	0	1	8	0	2	0	3	1	0	7	5	18	0	0	0
TUBA8	2496	1662	1296	69	198	201	1253	179	317	171	431	269	68	546	1163	2463	152	324	149
TUBAL3	1798	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	2	0	0
TUBB	21889	9445	11282	1826	125429	140174	8726	155195	17815	18784	30492	19127	5050	21405	13669	11956	126274	151158	112721
TUBB1	3496	27	79	60	241	308	56	586	135	126	170	155	31	180	81	29	396	417	226
TUBB2A	1715	7530	11405	1324	26286	34236	7820	45015	19451	16616	22401	19220	4418	17784	12466	13007	19364	33800	14786
TUBB2B	2019	4792	5338	5304	77949	100876	1501	113643	16969	17449	16178	16478	2226	12940	7797	4023	66547	97992	57809
TUBB3	6500	10162	9413	845	70316	86406	7392	101279	10849	11830	19625	11376	3463	11315	9539	13007	73532	91036	54472
TUBB4A	2287	44846	44609	1810	16367	18103	29685	27048	16042	15691	37647	19690	4122	25757	63198	54075	7325	21185	10527
TUBB4B	2065	5198	5950	1092	4671	5809	4073	6201	4376	3530	7543	4153	871	3630	6508	6402	6125	5340	3444
TUBB6	3316	302	140	293	796	855	164	350	275	291	297	279	26	337	184	225	1373	695	784
TUBB8	1504	4	4	0	4	9	6	17	2	6	8	6	0	14	3	3	1	3	3
TUBBP5	2660	22	47	6	29	34	31	104	56	90	135	120	33	256	65	76	15	21	21
TUBD1	2601	108	194	57	238	361	145	280	149	165	170	171	21	272	292	114	389	320	221
TUBE1	2297	277	673	175	1026	1181	513	1350	633	833	979	895	135	822	1094	305	986	1652	1268
TUBG1	1951	1409	1440	206	1206	1283	1237	1306	838	818	1531	821	202	922	1280	2264	1360	1357	1127
TUBG2	2099	6160	4576	1033	1675	1741	3600	1737	3576	2398	4695	2710	524	3857	4950	6436	1515	1793	1364
TUBGCP2	7390	2149	2390	522	4198	4707	2170	5003	1580	1904	2366	1508	333	3320	2844	3203	4832	4478	3459
TUBGCP3	4054	682	903	158	2025	2238	874	1670	699	774	1217	867	167	935	1197	919	2469	2229	2102
TUBGCP4	3135	734	949	144	2293	3151	1556	3199	882	858	1751	960	220	1752	1227	1379	2389	2762	2451
TUBGCP5	5235	574	820	139	850	1018	1115	1015	516	540	907	611	179	533	1110	851	1738	1410	1086
TUBGCP6	7809	3304	3014	655	7696	7183	2624	6243	2529	2601	4570	2352	427	3720	4153	6214	7525	6143	5673
TUFM	2071	2834	3189	1146	4704	5195	2127	5249	2996	2832	4350	2704	491	3037	3391	3942	4936	4709	3447
TUFT1	3250	255	312	30	403	719	293	842	156	149	237	165	42	398	335	358	641	755	612
TUG1	7821	1709	2470	1182	16120	19842	3066	19600	4876	5879	6986	6028	775	7094	4742	2548	14011	17459	14412
TULP1	3088	0	0	0	17	14	1	9	5	2	0	2	1	11	2	4	38	14	12
TULP2	1760	44	46	4	37	29	22	21	14	7	18	13	2	33	23	41	17	19	14
TULP3	3224	483	489	242	1694	1749	239	943	566	448	527	597	64	876	882	434	1666	1538	1529
TULP4	11368	1688	2167	344	5650	7807	2805	9781	1583	1370	2545	1678	405	3953	5024	3073	4007	6106	4471
TUNAR	3197	548	1124	105	418	750	1034	1239	1433	1075	2177	1558	414	3685	1058	1419	388	1068	189
TUSC1	2470	295	337	91	377	442	274	408	488	362	605	398	78	491	409	508	403	586	316
TUSC2	1682	1799	1879	438	1026	1188	1679	1414	1548	1077	2110	1212	243	1429	2022	2442	800	1308	695
TUSC3	3884	1129	2435	188	4704	5329	2395	9373	2298	2186	3782	2934	820	4630	2277	2064	4491	5948	3599
TUSC7	2102	0	1	0	1	11	2	11	1	4	5	4	0	6	1	0	13	11	3
TUT1	2826	509	512	153	881	907	344	652	371	392	598	371	60	487	705	565	1458	885	856
TUT4	8567	681	890	340	6237	7302	890	6647	1215	2032	1964	1741	227	2146	1578	1050	5552	7204	5620
TUT7	8407	295	338	104	1747	2318	541	2124	448	519	599	432	58	758	790	509	1879	1892	1799
TVP23A	4944	334	410	120	1216	1642	466	1563	562	571	933	613	126	707	511	541	944	1454	1011
TVP23B	1789	240	541	186	699	875	379	850	501	485	537	543	73	520	550	283	700	894	753
TVP23C	5196	48	90	35	179	353	41	216	102	102	128	156	14	168	124	52	305	319	222
TVP23C-CDRT4	3170	0	4	1	13	11	6	4	2	0	13	3	0	11	4	5	4	13	13
TWF1	3121	512	1493	613	2554	3242	1077	4037	2207	2445	2753	2446	310	2142	2104	831	2339	3653	2385
TWF2	1625	817	827	201	915	836	780	888	677	507	1182	579	118	902	949	1306	933	828	592
TWIST1	1666	69	37	24	9	29	52	62	68	43	24	45	9	22	28	36	58	38	28
TWIST2	1435	28	11	6	1	4	34	3	18	11	37	3	7	27	13	51	1	0	1
TWISTNB	3892	206	522	113	642	771	495	891	429	345	602	385	100	608	642	311	674	825	569
TWNK	3785	205	204	57	1137	1215	187	1058	240	304	405	209	41	364	306	313	1164	1032	888
TWSG1	3914	269	840	349	877	1335	461	992	966	1163	1030	1091	126	757	1329	308	1641	1341	1103
TXK	3234	5	11	6	41	30	21	93	15	29	18	9	7	38	23	14	5	55	3
TXLNA	5045	1086	1262	406	3584	3827	1082	2950	1231	1308	2256	1164	242	1962	2166	1558	4469	3312	3464
TXLNB	4684	44	66	13	14	28	80	27	22	40	47	55	11	64	86	104	17	41	20
TXLNG	4396	393	721	139	1575	1710	786	1337	541	589	802	536	102	1074	932	647	1605	1572	1527
TXLNGY	7575	240	626	1	0	1	3	1622	4	793	1159	637	118	0	916	441	1	1268	1
TXN	868	761	1895	744	1612	2842	1424	4042	4000	3015	4010	4084	556	2757	2373	849	2340	2363	997
TXN2	1336	1252	1534	803	1567	1805	935	1809	1692	1429	2177	1504	208	1768	1908	1546	1872	1872	1190
TXNDC11	3128	453	535	178	693	808	509	794	544	562	1084	601	110	726	670	621	957	900	784
TXNDC12	4350	663	1163	356	1269	1563	789	1347	1090	1034	1365	1075	179	1376	1167	900	1579	1577	1149
TXNDC15	3689	1211	1989	425	2510	2844	1774	3793	2485	2364	3464	2709	615	3292	2209	1410	2917	3313	2213
TXNDC16	4743	350	841	140	2653	2733	852	2663	1075	1103	1561	1256	249	2039	1075	652	1991	2969	2271
TXNDC17	2075	106	277	144	565	710	298	742	503	357	641	435	86	525	345	170	576	640	451
TXNDC2	2129	0	2	0	4	7	1	4	2	4	13	7	1	6	3	3	1	3	2
TXNDC5	3627	52	15	5	36	32	26	36	7	12	18	5	3	26	32	47	21	17	29
TXNDC8	492	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TXNDC9	2232	120	519	126	607	838	447	1024	501	455	620	558	109	494	619	147	878	778	500
TXNIP	3173	1151	3068	2440	3416	5727	1425	4762	1953	3274	3091	2378	196	2121	8142	1210	5794	5969	4285
TXNL1	4835	930	1926	379	3175	3389	1709	4224	1711	1550	1947	1629	310	2296	1893	1231	2105	3148	2237
TXNL4A	1671	1059	1519	405	1410	1245	1426	1696	1476	1176	1954	1452	293	1846	1743	1378	1363	1470	1108
TXNL4B	3249	251	617	246	683	993	394	777	442	301	531	322	68	831	402	404	791	906	665
TXNRD1	6758	1014	1550	486	4565	6544	1723	5915	1727	1681	2695	1830	511	3421	1985	1554	5397	5628	4060
TXNRD2	5059	606	593	229	465	623	465	552	596	576	840	509	113	793	681	910	714	686	497
TXNRD3	2919	46	53	40	106	181	72	185	123	134	150	125	12	69	115	71	202	206	144
TYK2	4656	1329	1294	502	2861	3243	1183	1980	1563	1769	2652	1784	228	1982	1964	2020	4250	2944	2866
TYMP	2162	48	37	17	52	80	39	58	48	46	83	34	5	121	70	44	44	65	34
TYMS	1583	43	151	10	296	255	61	67	35	35	80	37	2	40	282	51	1003	329	516
TYMSOS	844	4	77	5	22	14	17	3	0	2	15	0	1	6	194	10	41	14	23
TYR	2065	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3
TYRO3	3971	6135	6792	1035	2057	2056	6730	2614	2968	2155	5889	2016	655	4904	8617	11220	1953	1806	1281
TYRO3P	864	2	1	0	2	1	0	3	1	0	0	0	0	2	2	0	2	3	0
TYROBP	591	42	103	18	31	57	45	25	140	226	325	141	23	418	129	51	34	21	24
TYRP1	2876	67	86	3	4	9	107	4	20	47	47	78	6	49	135	127	3	31	1
TYSND1	4042	299	259	98	521	609	322	542	282	356	452	358	51	344	438	510	659	627	530
TYW1	3439	294	322	107	770	842	297	772	267	349	482	303	49	410	516	360	1155	838	818
TYW1B	3450	40	86	19	191	218	109	161	89	105	52	66	15	216	93	98	197	215	76
TYW3	3549	499	824	148	263	566	977	436	403	453	538	385	68	817	1021	710	426	531	302
TYW5	11535	225	428	113	795	1368	464	1274	488	528	679	567	109	919	718	301	883	1188	958
U2AF1	6750	1300	1625	562	4991	5080	1108	4318	1738	1728	2511	1744	238	1737	2430	1418	5410	5373	4743
U2AF1L4	2077	90	93	39	91	119	84	122	98	100	145	88	27	103	132	96	82	153	136
U2AF2	3131	3135	2955	786	9254	10446	2472	7983	2920	3071	4948	2884	545	4848	4196	4849	10161	9339	8568
U2SURP	9227	1268	2480	656	10430	12738	2805	13150	3002	3652	4769	3423	664	4935	4228	1935	10367	12632	9685
UACA	7262	274	669	536	3269	2498	460	6053	1028	1434	1247	1288	177	1058	1267	212	1931	2297	1024
UAP1	2327	544	977	224	1172	1422	883	1770	711	639	1007	745	149	1092	917	844	1167	1515	912
UAP1L1	3612	527	664	217	20	25	440	18	360	307	441	354	17	336	1082	632	25	30	27
UBA1	4811	6866	8107	1909	19895	24257	7434	20542	6344	6226	9378	6284	1177	10509	10578	10888	26276	18401	19483
UBA2	3013	1253	2630	921	5317	6298	2538	5642	2899	2737	3692	2856	473	3106	3580	2048	6878	6584	5363
UBA3	2119	790	1941	470	3210	3807	1555	4416	1656	1807	2433	1830	342	2489	2627	1187	3004	4194	2839
UBA5	3565	779	1580	298	2731	3163	1918	3760	1494	1492	2097	1477	369	2298	1829	1384	3006	3486	2636
UBA52	2811	3537	4139	2390	14024	14606	3845	11891	7056	6124	8415	6352	1142	9855	6756	4985	9323	11414	8619
UBA6	8771	492	1310	338	4744	6573	1439	6889	1713	2071	2632	1908	421	2806	2586	738	5403	6363	5561
UBA6-AS1	4887	152	264	69	926	1147	222	1598	365	297	435	411	81	594	415	146	748	1081	900
UBA7	3313	253	352	198	166	234	172	144	389	455	739	427	42	423	471	239	290	144	192
UBAC1	1867	1175	1215	627	1393	1442	958	1658	1273	970	1567	1057	189	1455	1424	1133	1805	1698	1128
UBAC2	3543	648	921	380	926	1038	686	1180	1201	1061	1543	1201	209	1313	945	828	1301	1245	998
UBAC2-AS1	1821	14	27	13	18	39	12	32	13	19	19	12	3	38	26	11	19	34	22
UBALD1	1413	1318	1117	222	715	661	869	705	807	653	1240	607	99	943	1027	1927	496	687	476
UBALD2	1589	561	544	316	1106	1177	382	959	719	778	857	698	102	1009	530	665	1511	1269	906
UBAP1	3506	1916	2361	611	2313	2702	1935	2457	1733	1506	2589	1539	302	2625	3055	2552	2697	2692	2159
UBAP1L	1693	220	231	76	231	282	195	249	185	180	305	204	15	229	417	402	176	216	160
UBAP2	11872	792	936	209	2923	3042	741	2945	844	798	1196	951	219	1506	1098	1093	2874	2953	2901
UBAP2L	5295	3451	3534	603	8220	9657	3198	8921	2967	2741	4268	3144	550	4501	4180	4895	7220	9288	8083
UBASH3A	3285	2	0	7	0	2	2	0	2	0	7	1	0	0	3	3	0	1	1
UBASH3B	6903	308	500	49	781	1687	699	2264	499	516	922	564	171	1068	445	476	727	1618	780
UBB	971	16879	22363	7092	17683	23025	15411	17390	14174	14382	23921	12979	2537	24530	26824	25281	20584	17825	12387
UBC	2699	8945	11924	2943	16752	19905	10653	22704	9180	7426	12558	7112	2531	15836	16552	14588	24300	22415	15482
UBD	6930	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
UBE2A	2968	824	1701	513	2287	3096	1344	3201	1818	1735	2350	1888	394	2520	1866	983	2289	3195	2144
UBE2B	2631	959	2949	669	2347	3133	2421	3675	3561	2714	3872	3253	603	4668	3054	1425	2374	3416	2168
UBE2C	1601	0	1	2	760	784	0	59	34	44	126	37	3	52	1	0	1715	616	1231
UBE2D1	2655	245	880	156	1940	2470	632	2867	889	890	1119	908	227	1147	983	415	2018	2988	2261
UBE2D2	2866	1790	3486	810	4766	6111	2798	7230	3006	2563	4437	3116	719	4182	4018	2406	4652	6709	4122
UBE2D3	3453	3404	4957	1317	9095	10989	5487	11834	4289	3821	6522	3894	1098	8726	6627	5128	7442	9479	7538
UBE2D4	3982	417	848	303	863	879	642	1125	857	795	946	852	133	762	944	543	908	1122	667
UBE2DNL	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2E1	2489	605	2072	837	3353	4599	1308	5723	3230	3162	3984	3275	661	4321	3085	667	1980	4563	2436
UBE2E2	1861	1094	1769	192	649	691	1371	1911	1336	1139	1616	1197	282	1656	1827	1503	256	875	310
UBE2E3	2059	1496	2586	621	3908	5632	2328	6005	2704	2767	3785	2872	619	3280	2497	2095	4775	7260	4289
UBE2F	2422	365	627	159	424	572	582	747	717	518	809	680	121	731	806	501	571	607	348
UBE2F-SCLY	2972	1	2	0	10	7	1	9	2	1	6	0	1	7	2	0	2	13	4
UBE2G1	4208	832	1757	330	2952	3326	1409	3626	1637	1615	2401	1657	419	2381	2344	1229	3146	3887	3104
UBE2G2	3498	1582	1737	710	3630	3907	1565	3347	1925	2123	2839	2062	327	2322	2334	2080	4226	4185	3841
UBE2H	5161	2834	3633	1256	7308	9881	3695	9526	4288	4223	5823	4070	857	7545	5588	4380	7822	9930	7424
UBE2I	5712	1702	2256	594	5378	6179	1653	5282	2194	1912	2690	2053	392	2637	2804	2479	5498	6789	5287
UBE2J1	4342	720	1479	376	3857	4815	1447	7154	2236	2383	3114	2339	514	3248	1980	1063	3444	5683	3418
UBE2J2	2630	1020	1028	358	1667	1811	784	1680	1076	994	1608	1006	190	1250	1215	1436	1944	2008	1305
UBE2K	5243	2269	4686	657	7232	9423	5601	14218	4245	4145	6452	4503	1437	8393	4962	3753	6134	10351	6477
UBE2L3	3947	2344	3567	1152	4324	4583	2925	5069	2874	2331	3884	2524	475	4093	4234	3339	3550	5001	3367
UBE2L6	1743	1034	1001	513	3301	3887	652	3980	1190	1047	1496	1059	190	1442	1190	1247	2786	3815	2115
UBE2M	1524	2878	2787	1239	1698	1968	2176	1929	1988	1159	2343	1325	310	1583	2735	3435	1483	2101	1464
UBE2MP1	961	2	4	1	1	1	2	4	0	1	4	0	1	1	2	5	8	8	3
UBE2N	2552	1960	3823	684	5692	7006	3999	8841	4124	3453	5976	4391	1028	5814	4179	2972	4530	7615	4530
UBE2NL	1185	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
UBE2O	5977	3773	3245	390	4788	5706	3621	5325	1946	1945	3635	1917	466	3680	3752	6094	5734	5014	5140
UBE2Q1	3223	2088	2774	576	2893	3614	2455	4128	1813	1582	2759	1637	339	2678	3002	2835	3643	4185	2924
UBE2Q2	3545	384	1187	470	1933	2893	1107	3701	1385	1482	1979	1452	307	2041	1450	508	2714	3339	2126
UBE2Q2L	498	3	4	2	69	61	5	63	8	6	22	16	2	15	12	3	14	58	29
UBE2Q2P1	2150	32	31	14	468	597	65	497	49	101	99	94	21	169	68	45	313	363	340
UBE2Q2P2	3190	0	0	0	12	6	0	1	1	0	0	0	0	0	1	3	0	2	7
UBE2QL1	6129	3520	4189	247	9439	7831	4717	12281	3336	2243	5933	2910	961	5831	4524	5278	3496	10673	2734
UBE2R2	4457	1768	2500	556	5478	6958	2150	7107	2373	2202	3428	2368	485	3545	3334	2534	7377	7582	6197
UBE2S	1191	716	605	132	1421	1566	620	921	663	447	1034	600	79	691	598	1024	1581	1150	856
UBE2T	908	88	284	24	733	884	236	653	270	262	392	306	77	406	242	121	805	772	910
UBE2U	1136	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V1	3298	25	22	10	56	66	28	44	16	11	30	20	1	50	23	20	30	38	48
UBE2V2	1524	1350	3034	380	2585	2986	3301	4553	2467	2010	3161	2569	602	3030	2609	1969	2638	3928	2135
UBE2W	9088	658	2022	346	2193	2695	1949	3467	1724	1693	2625	1714	446	3167	2162	1174	1406	2475	1428
UBE2Z	3126	2385	2893	442	4614	5919	2725	7015	1919	1854	3705	1752	617	4606	4116	3342	3245	5923	3688
UBE3A	5520	1862	3209	517	8182	9758	4258	11574	3175	3303	4984	3706	930	6168	3981	2719	9184	9577	7316
UBE3B	7748	1585	1678	401	2571	3318	1730	2629	1182	1199	1723	1113	244	2173	2268	2488	2922	2649	2176
UBE3C	8286	1939	2613	425	3585	3877	2901	4720	1838	1835	3144	1880	503	3031	3056	2969	3102	4109	2765
UBE3D	6162	62	178	27	162	181	119	197	104	107	131	107	15	175	184	104	172	185	133
UBE4A	6128	1554	2682	594	4195	5269	3151	5520	2014	2422	3356	2349	480	3607	4280	2642	3492	4973	4039
UBE4B	6214	1942	2348	358	4579	5191	2434	4900	1571	1497	2367	1595	333	3311	3669	2951	5363	4880	4692
UBFD1	4931	1445	1878	368	4643	6320	2436	7052	2335	1947	3642	2133	530	4191	2327	2863	4766	6038	3951
UBIAD1	3654	226	297	115	1117	1291	281	1195	429	429	576	399	56	400	652	301	899	1166	758
UBL3	4346	2274	5379	1237	3787	5727	4517	9054	4731	4763	7701	4860	860	7030	7977	3781	3048	5790	2859
UBL4A	2305	1980	2068	419	1511	1888	1810	2197	1145	956	1745	1022	223	1646	2045	2858	1917	1711	1116
UBL4B	1508	6	4	19	7	10	10	26	11	14	9	17	0	2	8	11	35	17	13
UBL5	531	1478	1865	950	1673	2307	1439	2259	3081	2079	4012	2761	442	2823	2669	1744	1849	1843	1091
UBL7	1633	1415	1889	406	1402	1350	1544	1444	972	986	1774	1098	223	1527	1862	2083	1706	1436	1012
UBL7-AS1	1684	12	32	11	109	117	23	80	28	33	47	45	8	38	34	21	226	136	117
UBLCP1	2392	734	1761	254	1246	1569	1662	2345	1399	1288	1844	1465	355	1471	1868	796	1756	2158	1333
UBN1	8206	1367	1102	178	2916	3588	1420	2962	1033	1023	1693	948	249	2351	1807	2298	3080	2565	2618
UBN2	16011	600	1017	305	4580	6943	1395	5433	1343	1993	2491	1662	267	2722	2316	1114	2952	5009	3727
UBOX5	4345	413	497	126	518	522	375	468	265	257	423	248	38	285	622	526	572	557	471
UBOX5-AS1	1794	15	15	1	26	43	11	29	21	19	24	17	4	13	25	22	37	33	27
UBP1	4174	1733	2488	444	5827	5917	2951	6764	2207	2589	3453	2382	570	4028	2951	2792	5389	6626	4896
UBQLN1	4168	3515	7441	831	10234	11695	7672	15438	5052	4432	8546	4969	1831	11079	8548	5659	10145	13389	9562
UBQLN2	3418	2329	3922	448	4965	5827	3530	6902	3114	2699	4192	3147	652	4575	4580	3562	4334	6232	4779
UBQLN3	2345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBQLN4	3507	2617	2902	929	3256	7115	2747	7171	2102	1946	2946	1869	384	3510	2902	4378	5916	6571	5057
UBQLNL	2334	1	4	0	3	8	4	21	10	28	19	11	2	19	2	3	6	17	12
UBR1	7777	696	1313	251	2804	3568	1708	3929	1133	1221	1671	1247	255	2100	1606	1204	2651	3190	2392
UBR2	10295	929	1378	368	3009	4240	1712	4360	1472	1633	2242	1652	253	3537	2514	1605	2753	3553	2878
UBR3	8857	1829	3663	470	5154	6043	5693	7815	2961	3221	5385	3642	917	5419	5776	3449	3969	6092	4314
UBR4	18976	4272	3789	978	12256	18471	5068	18305	3869	3842	6105	3846	643	7942	7271	6866	9619	10940	9201
UBR5	11377	1379	2212	937	13175	16435	2721	12628	3286	3838	4094	3779	514	5433	4224	2337	9951	12374	11551
UBR7	3702	1054	1626	382	2899	3095	1590	2994	1797	1570	3189	1804	362	2340	2141	1719	3558	3311	2299
UBTD1	1557	281	330	166	45	65	174	62	282	261	362	274	15	170	291	383	91	60	33
UBTD2	3015	207	560	174	4284	4963	516	5474	983	1139	1212	1195	284	1217	714	279	5856	5386	4787
UBTF	5575	2783	2834	902	11710	10849	2730	11018	3734	3778	5709	3486	698	5171	4278	4285	15779	11407	9651
UBTFL1	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBXN1	2315	1582	1720	556	4035	4300	1198	3436	1569	1342	2095	1440	237	1873	2218	1737	5460	4175	3386
UBXN10	2972	257	192	26	36	111	437	208	31	31	51	56	15	80	241	419	137	156	59
UBXN11	3053	870	783	292	740	708	709	703	648	533	925	592	89	662	817	1224	1499	1239	903
UBXN2A	2464	121	236	111	769	1069	141	1070	350	313	386	324	46	563	374	122	1248	1020	1023
UBXN2B	5068	1081	1773	354	7397	8074	2214	10809	2332	2638	3673	2669	766	4444	2167	1614	5337	8889	6817
UBXN4	4802	1341	3064	928	5702	7496	2704	6494	3275	4152	4950	3916	622	4838	5130	1702	7197	7720	6685
UBXN6	1993	5015	4808	1438	4160	3513	3641	3873	3649	2561	4401	2646	540	3780	4556	6751	3441	3957	2230
UBXN7	5336	236	160	73	4019	5894	506	5885	408	500	703	440	80	1203	689	499	2340	3051	3070
UBXN8	1622	151	325	76	256	308	295	329	330	319	364	336	56	413	390	175	243	357	180
UCA1	2314	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
UCHL1	1606	17254	25654	1768	25855	31799	21787	47626	12622	10398	21198	11482	4383	26290	24952	23192	22670	31337	17453
UCHL1-AS1	592	6	7	0	2	2	17	15	1	1	8	1	2	14	6	6	5	3	3
UCHL3	1163	88	238	69	504	518	246	729	324	248	400	372	65	365	343	125	530	560	464
UCHL5	6569	810	2339	308	1723	2163	2363	3188	1577	1474	2315	1762	439	2432	2157	1306	1886	2799	1771
UCK1	2280	1106	1272	706	1702	1742	921	1499	1278	1202	1915	1434	149	1586	1421	1512	1831	1945	1089
UCK2	4920	905	887	158	3165	3261	928	3930	1097	1090	1785	995	274	1558	1139	1317	2901	3185	2384
UCKL1	2532	465	649	218	1976	2141	424	1465	568	677	1027	665	87	752	917	721	2305	1974	1854
UCKL1-AS1	3571	5	14	1	115	247	12	115	26	21	57	36	2	113	31	52	114	69	55
UCMA	823	0	1	2	1	2	0	4	0	0	1	13	0	0	1	1	0	7	2
UCN	615	69	75	34	58	48	53	54	67	76	91	68	8	102	87	106	46	58	36
UCN2	1485	4	4	1	1	3	1	5	2	2	2	0	0	3	3	0	3	7	3
UCN3	710	2	0	0	0	0	1	0	10	0	21	8	1	11	3	0	0	0	1
UCP1	1000	0	0	0	2	16	0	7	3	0	2	2	0	5	0	1	8	12	8
UCP2	1646	89	78	35	715	588	51	181	170	166	288	170	23	270	164	48	1439	586	618
UCP3	3485	46	42	15	252	293	61	266	64	73	108	74	5	131	69	78	205	282	198
UEVLD	2872	128	325	109	407	489	300	646	313	331	445	156	57	341	522	140	364	573	334
UFC1	1122	1493	1943	837	2132	2695	1421	3100	2286	1919	2759	2276	376	3071	2131	1750	2026	2523	1530
UFD1	6377	667	922	258	1880	2322	718	2153	1042	1103	1591	958	161	1199	1602	712	2324	2297	1949
UFL1	4218	434	1203	377	1052	1334	840	1348	1292	1656	1707	1472	196	1373	2191	453	1319	1375	1322
UFM1	3978	1181	2134	859	3986	5139	2230	6251	4085	3721	4423	4430	788	5136	3494	1595	3187	5062	3252
UFSP1	996	24	33	6	58	45	18	52	16	15	27	11	1	11	36	54	31	51	27
UFSP2	2379	262	637	142	705	737	478	549	451	342	549	318	74	446	689	356	913	974	712
UGCG	1631	248	238	16	940	1017	521	1246	171	200	448	160	87	636	358	437	459	880	715
UGDH	3196	221	308	139	1165	1739	236	1334	606	669	883	532	75	811	480	347	1613	1410	1249
UGDH-AS1	2967	47	116	24	294	406	74	375	108	91	131	92	17	173	215	86	285	351	254
UGGT1	11066	1084	1321	357	5970	7989	1821	7393	1858	1865	2750	1914	496	3327	2299	1811	6499	6388	5924
